index,class,PredictionProbabilities,tool,run_id
157,1,0.8178733031674208,LIME,1702066597700
147,0,0.18212669683257918,LIME,1702066597700
147,1,0.8178733031674208,LIME,1702066597700
630,0,0.18212669683257918,LIME,1702066597700
630,1,0.8178733031674208,LIME,1702066597700
65,0,0.18212669683257918,LIME,1702066597700
65,1,0.8178733031674208,LIME,1702066597700
190,0,0.18212669683257918,LIME,1702066597700
190,1,0.8178733031674208,LIME,1702066597700
243,0,0.18212669683257918,LIME,1702066597700
243,1,0.8178733031674208,LIME,1702066597700
346,0,0.18212669683257918,LIME,1702066597700
346,1,0.8178733031674208,LIME,1702066597700
